"","RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","Month","Day","TimeShot","DepthStratum","HaulDur","DayNight","ShootLat","ShootLong","HaulLat","HaulLong","StatRec","Depth","HaulVal","HydroStNo","StdSpecRecCode","BySpecRecCode","DataType","Netopening","Rigging","Tickler","Distance","Warplngt","Warpdia","WarpDen","DoorSurface","DoorWgt","DoorSpread","WingSpread","Buoyancy","KiteDim","WgtGroundRope","TowDir","GroundSpeed","SpeedWater","SurCurDir","SurCurSpeed","BotCurDir","BotCurSpeed","WindDir","WindSpeed","SwellDir","SwellHeight","SurTemp","BotTemp","SurSal","BotSal","ThermoCline","ThClineDepth","CodendMesh","SecchiDepth","Turbidity","TidePhase","TideSpeed","PelSampType","MinTrawlDepth","MaxTrawlDepth","DateofCalculation","call_distance","call_door","call_wing_DS","call_wing_DP","call_wing","SweptAreaDSKM2","SweptAreaWSKM2"
"807","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",34,34,2011,10,10,635,54,30,"D",39.5583,-9.3549,39.575,-9.335,"08E0",134,"V",NA,1,1,"C",NA,NA,NA,3148,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3.5,NA,NA,NA,NA,NA,90,2,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,14.3103190827499,14.3103190827499,0.1438636,0.0450488844724966
"808","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",36,39,2011,10,11,630,55,30,"D",39.3083,-9.9433,39.2933,-9.9633,"07E0",314,"V",NA,1,1,"C",NA,NA,NA,2778,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,3.5,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.4389245559494,15.4389245559494,0.1269546,0.0428893324164275
"809","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",35,40,2011,10,11,850,54,30,"D",39.2716,-9.82,39.295,-9.8016,"07E0",167,"V",NA,1,1,"C",NA,NA,NA,2963,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,NA,4,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,14.6021000630963,14.6021000630963,0.1354091,0.0432660224869545
"810","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",913,43,2011,10,14,640,55,30,"D",39.2083,-10.02,39.1883,-10.0116,"07D9",288,"V",NA,1,1,"C",NA,NA,NA,2778,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,3,NA,NA,NA,NA,NA,180,2,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.3243712894176,15.3243712894176,0.1269546,0.0425711034420021
"811","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",914,41,2011,10,11,1205,53,15,"D",39.1833,-9.4783,39.17,-9.4733,"07E0",54,"V",NA,1,1,"C",NA,NA,NA,1852,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,3,NA,NA,NA,NA,NA,NA,4,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,1852,45.7,15.1,13.1057676882673,13.1057676882673,0.0846364,0.024271881758671
"812","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",39,44,2011,10,14,810,55,30,"D",39.1083,-10.0283,39.0883,-10.01,"07D9",243,"V",NA,1,1,"C",NA,NA,NA,2778,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,3,NA,NA,NA,NA,NA,NA,3,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.0991957091008,15.0991957091008,0.1269546,0.0419455656798819
"813","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",38,45,2011,10,14,945,55,30,"D",39.06,-9.9733,39.0333,-9.9849,"07E0",209,"V",NA,1,1,"C",NA,NA,NA,2778,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,3,NA,NA,NA,NA,NA,NA,2,340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,14.8994295219126,14.8994295219126,0.1269546,0.0413906152118731
"814","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",37,42,2011,10,11,1430,54,30,"D",39.0383,-9.6383,39.0283,-9.6066,"07E0",105,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,3,NA,NA,NA,NA,NA,NA,2,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.9870936091369,13.9870936091369,0.1269546,0.0388561460461823
"815","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",915,46,2011,10,14,1150,54,35,"D",38.9333,-9.9733,38.9183,-9.9916,"06E0",192,"V",NA,1,1,"C",NA,NA,NA,2778,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,3,NA,NA,NA,NA,NA,NA,4,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,14.7869883663676,14.7869883663676,0.1269546,0.0410782536817692
"816","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",938,48,2011,10,14,1605,54,30,"D",38.9133,-9.6516,38.9333,-9.6516,"06E0",120,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,90,2,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,14.1640693553912,14.1640693553912,0.1269546,0.0393477846692766
"817","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",41,47,2011,10,14,1450,54,20,"D",38.9049,-9.7016,38.8883,-9.7033,"06E0",127,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,3,NA,NA,NA,NA,NA,90,2,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,14.2392104930599,14.2392104930599,0.1269546,0.0395565267497204
"818","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",42,49,2011,10,15,640,53,30,"D",38.695,-9.5783,38.6866,-9.5616,"06E0",95,"V",NA,1,1,"C",NA,NA,NA,2778,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,3,NA,NA,NA,NA,NA,360,4,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.8544480610175,13.8544480610175,0.1269546,0.0384876567135066
"819","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",43,50,2011,10,15,835,54,30,"D",38.6033,-9.4516,38.5783,-9.4266,"06E0",101,"V",NA,1,1,"C",NA,NA,NA,2963,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,3,NA,NA,NA,NA,NA,NA,1,340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,13.9356172607634,13.9356172607634,0.1354091,0.041291233943642
"820","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",917,51,2011,10,16,635,55,30,"D",38.3416,-9.1766,38.335,-9.1716,"05E0",206,"V",NA,1,1,"C",NA,NA,NA,3148,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,3.5,NA,NA,NA,NA,NA,45,3,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,14.8802675105754,14.8802675105754,0.1438636,0.0468430821232913
"821","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",44,52,2011,10,16,900,54,30,"D",38.32,-8.9583,38.3016,-8.9299,"05E1",111,"V",NA,1,1,"C",NA,NA,NA,2963,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,3,NA,NA,NA,NA,NA,45,4,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,14.0607430760081,14.0607430760081,0.1354091,0.0416619817342119
"822","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",45,53,2011,10,16,1120,53,30,"D",38.2716,-8.8416,38.2433,-8.8516,"05E1",60,"V",NA,1,1,"C",NA,NA,NA,3518,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,3,NA,NA,NA,NA,NA,45,1,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3518,45.7,15.1,13.2454071806577,13.2454071806577,0.1607726,0.0465973424615538
"823","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",46,54,2011,10,16,1325,54,30,"D",38.1583,NA,38.1366,-9.0183,"05E0",139,"V",NA,1,1,"C",NA,NA,NA,2778,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,3,NA,NA,NA,NA,NA,45,1,315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,14.3588721078509,14.3588721078509,0.1269546,0.0398889467156097
"824","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",47,56,2011,10,17,640,54,30,"D",38.055,-8.965,38.035,-8.9716,"05E1",126,"V",NA,1,1,"C",NA,NA,NA,3148,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,3.5,NA,NA,NA,NA,NA,135,2,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,14.2287333684299,14.2287333684299,0.1438636,0.0447920526438173
"825","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",48,55,2011,10,16,1530,55,30,"D",38.03,-9.1216,38.005,-9.1266,"05E0",370,"V",NA,1,1,"C",NA,NA,NA,2778,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,3.5,NA,NA,NA,NA,NA,315,2,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.656427666182,15.656427666182,0.1269546,0.0434935560566536
"826","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",919,57,2011,10,17,835,54,30,"D",37.8783,-9.04,37.8533,-9.0366,"04E0",175,"V",NA,1,1,"C",NA,NA,NA,2963,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,3.2,NA,NA,NA,NA,NA,135,2,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,14.6641160245774,14.6641160245774,0.1354091,0.0434497757808227
"827","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",50,58,2011,10,17,1100,55,30,"D",37.7783,-9.1366,37.7516,-9.13,"04E0",376,"V",NA,1,1,"C",NA,NA,NA,2778,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,3,NA,NA,NA,NA,NA,135,3,345,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.6777474186161,15.6777474186161,0.1269546,0.0435527823289156
"828","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",49,60,2011,10,17,1520,54,20,"D",37.7433,-8.9566,37.7683,-8.9566,"04E1",139,"V",NA,1,1,"C",NA,NA,NA,3148,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,3.5,NA,NA,NA,NA,NA,135,2,270,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,14.3588721078509,14.3588721078509,0.1438636,0.0452017293955146
"829","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",920,59,2011,10,17,1245,55,30,"D",37.6866,-9.0816,37.6616,-9.0699,"04E0",284,"V",NA,1,1,"C",NA,NA,NA,2778,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,3,NA,NA,NA,NA,NA,135,2,345,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.3058346325153,15.3058346325153,0.1269546,0.0425196086091274
"830","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",51,61,2011,10,17,1725,54,30,"D",37.6299,-8.965,37.6083,-8.97,"04E1",142,"V",NA,1,1,"C",NA,NA,NA,3148,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,3.5,NA,NA,NA,NA,NA,135,2,270,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,14.3871724577818,14.3871724577818,0.1438636,0.0452908188970972
"831","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",52,86,2011,10,23,1510,55,30,"D",37.5766,-9.155,37.5966,-9.1433,"04E0",382,"V",NA,1,1,"C",NA,NA,NA,2778,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,225,9,225,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.6987296409681,15.6987296409681,0.1269546,0.0436110709426095
"832","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",54,85,2011,10,23,1235,55,30,"D",37.4016,-9.1616,37.4266,-9.155,"03E0",343,"V",NA,1,1,"C",NA,NA,NA,2778,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,3,NA,NA,NA,NA,NA,225,8,225,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.5560025540217,15.5560025540217,0.1269546,0.0432145750950723
"833","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",921,84,2011,10,23,1025,55,30,"D",37.3416,-9.1333,37.37,-9.125,"03E0",286,"V",NA,1,1,"C",NA,NA,NA,2963,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3.2,NA,NA,NA,NA,NA,225,7,225,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,15.3151353679734,15.3151353679734,0.1354091,0.0453787460953052
"834","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",53,83,2011,10,23,755,54,30,"D",37.3066,-9.02,37.3316,-9.0033,"03E0",128,"V",NA,1,1,"C",NA,NA,NA,2963,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3.2,NA,NA,NA,NA,NA,225,7,225,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,14.2496054433176,14.2496054433176,0.1354091,0.04222158092855
"835","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",959,78,2011,10,22,845,53,30,"D",36.9,-7.9799,36.92,-8.0016,"02E2",80,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,3,NA,NA,NA,NA,NA,180,5,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.6266864323411,13.6266864323411,0.1269546,0.0378549349090437
"836","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",64,77,2011,10,22,640,55,30,"D",36.9,-7.8066,36.8916,-7.8383,"02E2",277,"V",NA,1,1,"C",NA,NA,NA,2778,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,3,NA,NA,NA,NA,NA,180,6,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.2727582436727,15.2727582436727,0.1269546,0.0424277224009227
"837","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",66,72,2011,10,21,635,55,30,"D",36.9049,-7.4433,36.9116,-7.4683,"02E2",352,"V",NA,1,1,"C",NA,NA,NA,2778,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,3,NA,NA,NA,NA,NA,45,4,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,15.5903300679697,15.5903300679697,0.1269546,0.0433099369288198
"838","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",57,65,2011,10,18,1455,54,30,"D",36.9283,-8.8233,36.94,-8.8016,"02E1",109,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,3,NA,NA,NA,NA,NA,145,4,135,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,14.0366451509798,14.0366451509798,0.1269546,0.038993800229422
"839","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",55,62,2011,10,18,640,54,30,"D",36.9299,-8.975,36.9299,-8.9416,"02E1",101,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,3.5,NA,NA,NA,NA,NA,90,5,360,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.9356172607634,13.9356172607634,0.1269546,0.0387131447504008
"840","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",61,79,2011,10,22,1030,53,30,"D",36.9383,-8.1233,36.95,-8.1583,"02E1",45,"V",NA,1,1,"C",NA,NA,NA,3148,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,3,NA,NA,NA,NA,NA,180,4,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,12.8641279289743,12.8641279289743,0.1438636,0.040496274720411
"841","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",923,80,2011,10,22,1215,53,30,"D",36.9416,-8.2916,36.9483,-8.3233,"02E1",73,"V",NA,1,1,"C",NA,NA,NA,2778,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,3,NA,NA,NA,NA,NA,180,5,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.5053279106627,13.5053279106627,0.1269546,0.0375178009358208
"842","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",65,74,2011,10,21,1115,55,30,"D",36.945,-7.5716,36.9433,-7.6066,"02E2",266,"V",NA,1,1,"C",NA,NA,NA,3148,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,3,NA,NA,NA,NA,NA,45,5,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,15.2190535004731,15.2190535004731,0.1438636,0.0479095804194894
"843","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",961,76,2011,10,21,1500,53,20,"D",36.95,-7.8099,36.9516,-7.825,"02E2",71,"V",NA,1,1,"C",NA,NA,NA,1852,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,3,NA,NA,NA,NA,NA,90,3,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,1852,45.7,15.1,13.4685102830484,13.4685102830484,0.0846364,0.0249436810442056
"844","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",59,81,2011,10,22,1340,53,30,"D",36.9733,-8.3833,36.965,-8.42,"02E1",64,"V",NA,1,1,"C",NA,NA,NA,2778,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,3,NA,NA,NA,NA,NA,180,4,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.3309432685841,13.3309432685841,0.1269546,0.0370333604001267
"845","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",63,75,2011,10,21,1255,53,30,"D",36.9799,-7.615,36.9849,-7.645,"02E2",100,"V",NA,1,1,"C",NA,NA,NA,2778,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,3,NA,NA,NA,NA,NA,45,4,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.9224295960982,13.9224295960982,0.1269546,0.0386765094179607
"846","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",947,66,2011,10,18,1645,53,30,"D",37,-8.6683,37.01,-8.6466,"03E1",63,"V",NA,1,1,"C",NA,NA,NA,2778,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,3,NA,NA,NA,NA,NA,145,3,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.3100711936964,13.3100711936964,0.1269546,0.0369753777760887
"847","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",964,73,2011,10,21,855,53,30,"D",37.0183,-7.4233,37.025,-7.4583,"03E2",90,"V",NA,1,1,"C",NA,NA,NA,3333,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,3.5,NA,NA,NA,NA,NA,45,5,135,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3333,45.7,15.1,13.7827901037077,13.7827901037077,0.1523181,0.0459380394156578
"848","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",942,82,2011,10,23,640,54,30,"D",37.245,-9.08,37.2666,-9.0666,"03E0",135,"V",NA,1,1,"C",NA,NA,NA,3148,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3.5,NA,NA,NA,NA,NA,225,3,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,3148,45.7,15.1,14.3201730267577,14.3201730267577,0.1438636,0.0450799046882334
"849","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",2,9,2011,10,1,640,54,30,"D",41.7166,-9.3016,41.7383,-9.3049,"12E0",210,"V",NA,1,1,"C",NA,NA,NA,2592,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,3.5,NA,NA,NA,NA,NA,45,2,270,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2592,45.7,15.1,14.9057557838704,14.9057557838704,0.1184544,0.038635718991792
"850","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",901,10,2011,10,1,920,54,30,"D",41.7633,-9.13,41.7683,-9.1333,"12E0",108,"V",NA,1,1,"C",NA,NA,NA,2963,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,3.5,NA,NA,NA,NA,NA,NA,1,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2963,45.7,15.1,14.0244298630007,14.0244298630007,0.1354091,0.0415543856840711
"851","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",1,11,2011,10,1,1145,53,30,"D",41.8116,-9.0299,41.7883,-9.0466,"12E0",93,"V",NA,1,1,"C",NA,NA,NA,2778,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,3,NA,NA,NA,NA,NA,180,1,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140527,2778,45.7,15.1,13.8262480745233,13.8262480745233,0.1269546,0.0384093171510258
"852","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",13,22,2013,10,2,915,53,30,"D",40.925,-8.9916,40.9533,-8.9883,"10E1",75,"V",NA,1,1,"C",NA,NA,NA,2778,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,3,NA,NA,NA,NA,NA,160,3,250,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,2778,45.7,15.1,13.5411503444147,13.5411503444147,0.1269546,0.0376173156567841
"853","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",43,45,2013,10,7,900,54,20,"D",38.5433,-9.395,38.5616,-9.4,"06E0",106,"V",NA,1,1,"C",NA,NA,NA,2407,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,3.9,NA,NA,NA,NA,NA,NA,3,330,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,2407,45.7,15.1,13.9996562564061,13.9996562564061,0.1099999,0.0336971726091695
"854","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",6,9,2013,9,29,1310,53,30,"D",41.3633,-8.9849,41.3966,-8.9883,"11E1",84,"V",NA,1,1,"C",NA,NA,NA,4074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,3.5,NA,NA,NA,NA,NA,230,3,230,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,4074,45.7,15.1,13.6913504453799,13.6913504453799,0.1861818,0.0557785617144776
"855","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",7,16,2013,10,1,645,54,30,"D",41.2666,-9.1683,41.2933,-9.1699,"11E0",141,"V",NA,1,1,"C",NA,NA,NA,3518,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,3.8,NA,NA,NA,NA,NA,190,3,230,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,3518,45.7,15.1,14.3778059921992,14.3778059921992,0.1607726,0.0505811214805569
"856","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",2,13,2013,9,30,1025,54,30,"D",41.7416,-9.2799,41.77,-9.2916,"12E0",151,"V",NA,1,1,"C",NA,NA,NA,3518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,3.8,NA,NA,NA,NA,NA,160,5,190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,3518,45.7,15.1,14.4686188596127,14.4686188596127,0.1607726,0.0509006011481175
"857","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",8,6,2013,9,29,650,53,30,"D",41.1383,-8.8166,41.1666,-8.82,"11E1",39,"V",NA,1,1,"C",NA,NA,NA,3518,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,3.8,NA,NA,NA,NA,NA,230,3,230,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,3518,45.7,15.1,12.6744693169044,12.6744693169044,0.1607726,0.0445887830568697
"858","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",3,15,2013,9,30,1715,53,20,"D",41.6016,-8.9883,41.6133,-8.9883,"12E1",75,"V",NA,1,1,"C",NA,NA,NA,1852,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,3.5,NA,NA,NA,NA,NA,230,5,230,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,1852,45.7,15.1,13.5411503444147,13.5411503444147,0.0846364,0.0250782104378561
"859","HH","PT-IBTS",4,"PT","68NA","NCT",NA,"B","P",42,46,2013,10,8,1650,53,22,"D",38.645,-9.545,38.6599,-9.5433,"06E0",105,"V",NA,1,1,"C",NA,NA,NA,2037,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,3.5,NA,NA,NA,NA,NA,320,7,320,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160309,2037,45.7,15.1,13.9870936091369,13.9870936091369,0.0930909,0.0284917096818119
